code_circ,situation_code,share_far_right,share_strongest
185,2,0.3282628325345558,0.369365145516427
186,0,0.31946453783270296,0.28305241324013874
187,3,0.3685948853449089,0.31708266490516185
188,3,0.3505902880902881,0.3372995247995248
189,0,0.1740149965916837,0.33104294478527607
190,0,0.3631767528011417,0.17474873227461815
191,0,0.3528594313948775,0.39952905753604445
192,2,0.2523226745270699,0.4723704339390321
193,3,0.28633210358157846,0.3483433655187022
194,1,0.2277696621271382,0.43131803402290186
195,2,0.27073264288454163,0.3524357499041043
196,2,0.220714068979468,0.376312329321331
197,2,0.2127708357216554,0.46000229278917804
198,1,0.475296762436773,0.36015123388456494
199,0,0.49722416336672104,0.1946385588943241
200,1,0.474835886214442,0.23007620916019014
201,0,0.19951161814643825,0.348162844824297
202,2,0.3484741847580893,0.35179470521357803
203,4,0.31197728842169875,0.33520678278216837
204,3,0.39743545905282956,0.30193195418020174
205,0,0.4230684041492857,0.184336815681642
206,1,0.44702156248000513,0.3267323565167317
207,0,0.09875328083989501,0.06307414698162729
208,2,0.2749565376521182,0.381388965138622
209,3,0.33774215681980757,0.27731791704988396
210,0,0.28589021460440517,0.4538994205882947
211,0,0.47640390652249737,0.20903383327520056
212,0,0.48015436791018595,0.1602385685884692
213,0,0.3241486982573104,0.2107261909785223
214,2,0.2006087395420688,0.4683164833820223
215,3,0.43151980316189564,0.31198472301279817
216,3,0.39813720474871667,0.27589126638324896
217,1,0.30918808678223564,0.34027216146840605
218,4,0.28147720468736637,0.3671200068428706
219,3,0.45207325774994056,0.2794735590264013
220,3,0.34896650587939015,0.34871467038608317
221,3,0.3186169647869161,0.24589989835085643
222,4,0.23116947472745292,0.34831516352824576
223,2,0.33457345449360276,0.22747365282656884
224,3,0.4882410461242687,0.29986575401494936
225,0,0.41046597514371047,0.2107646359870259
226,1,0.38273677478665785,0.28217119331694546
227,1,0.4333469123673049,0.24389542546308499
228,0,0.42661429392603945,0.11795363096378617
229,3,0.32114668652271033,0.32427401340282946
230,1,0.4360513716847785,0.2124971502393799
231,2,0.25766395803945724,0.2916376929648541
232,0,0.43518964963034396,0.2192422050787528
233,1,0.303148033840456,0.36607240114738027
234,3,0.4020064711747828,0.3511528051932195
235,0,0.33909103454620726,0.35171811030866185
236,3,0.39025531346076725,0.36160495477431714
237,1,0.32060185185185186,0.2849264705882353
238,1,0.45567732662594324,0.2803269852676967
239,1,0.4887871648823547,0.3226672233322399
240,0,0.4795075328041471,0.14308277984772397
241,0,0.20809888716217423,0.3443902613293321
242,0,0.08891280540765077,0.46148181715192027
243,2,0.3295263992748697,0.3331293904373442
244,0,0.09005400703178804,0.41869948167748017
245,1,0.33876633775895026,0.32703931394327634
246,0,0.13205130394685158,0.4384916229740577
247,0,0.47877411567339756,0.20456637819922666
248,1,0.34640509697971694,0.27668454373160206
249,1,0.44825611362464923,0.26321516522535937
250,3,0.4379624608602865,0.29961341333286684
251,2,0.2310029730675061,0.379394018887723
252,1,0.4965480389013573,0.21137116597199956
253,0,0.43703516156597144,0.20585815109029337
254,3,0.3653331626448185,0.38740318760801384
255,1,0.49483297918673863,0.202114321160369
256,0,0.4146999083277911,0.12424280552909245
257,1,0.4029870300013101,0.26541006157474123
258,3,0.30941419026802464,0.4180501945464974
259,1,0.3229899224244182,0.32101790763430726
260,0,0.35975944172324453,0.21805321784518789
261,1,0.30833853516437787,0.36248959633791095
262,1,0.3021009464948594,0.33469379822362155
263,3,0.42544728031966594,0.29174916303682635
264,3,0.34685997710797406,0.3307897748950782
265,3,0.49617776851176204,0.184700649779353
266,1,0.41466535262893994,0.2723861887718934
267,3,0.37231396210437173,0.28253678416428496
268,0,0.11000425411230856,0.33403644356211004
269,1,0.46362151417944225,0.2897683663629386
270,2,0.21221019147244144,0.43908158479639486
271,0,0.18918227189352899,0.45322697606961565
272,1,0.2557251149002209,0.2954776068920236
273,0,0.44905549983283183,0.3449654519112894
274,1,0.25908958504356117,0.43010354050260835
275,3,0.3365886375161538,0.32888387233972943
276,2,0.25791521454518634,0.34684958787409415
277,0,0.3785789356348928,0.2802318545176598
278,1,0.31970760796383574,0.4034336827931134
279,0,0.10044141315953022,0.44695871113731617
280,1,0.4274596402461248,0.35679523186759
281,1,0.3543868222262945,0.29588907213975935
282,3,0.3919602881058984,0.24213687811118217
283,3,0.48295898653531344,0.18533484743463063
284,3,0.3508310227610947,0.32584551279038804
285,3,0.4336716690536978,0.22010502937086163
286,3,0.3731188027448283,0.21539184269248193
287,0,0.09986609649691158,0.11619368493801564
288,0,0.4751763367463026,0.1237542662116041
289,0,0.3937350194230928,0.23453177948590792
290,1,0.22642722190841627,0.4393759373600047
291,1,0.4429638795031647,0.27261695141103126
292,3,0.2796202636597297,0.26819915429898017
293,0,0.42740916858607625,0.14557173638457538
294,4,0.24622226472838563,0.402432415200204
295,3,0.43508291078525424,0.2860079484719748
296,3,0.42767436189237523,0.3098073483986344
297,0,0.3372758555100206,0.1678857360239318
298,1,0.38407778790641145,0.2885381183131027
299,1,0.28867461727142013,0.3098536750401759
300,3,0.30801330417911366,0.2776477472205968
301,4,0.29077195412914647,0.3781395110187537
302,0,0.2856987120586815,0.22919748952671662
303,1,0.30209165182136494,0.378770194729406
304,1,0.28244504667268894,0.486415120561462
305,4,0.23673054844122582,0.3300362094851188
306,3,0.25371033928170195,0.421317155662776
307,3,0.3786920206148925,0.3484272258752444
308,4,0.19988970651593224,0.41242869698588586
309,1,0.429468950466239,0.25879571456914224
310,3,0.4082231710321044,0.30183102060924544
311,1,0.45535714285714285,0.2689825930372149
312,0,0.18894868031774872,0.4364619004356233
313,3,0.322061287118438,0.3287325989948557
314,0,0.28202465585643155,0.22234204009904945
315,0,0.10589519650655022,0.16885007278020378
316,1,0.3000566436087128,0.3422647144647179
317,0,0.03416212980112626,0.4279433499840976
318,0,0.10699562106162555,0.38836911246395384
319,1,0.4139585194939566,0.3336155136465535
320,0,0.1649481623774683,0.4452103166756123
321,1,0.3079559704611955,0.4850215967674516
322,3,0.31624647078018814,0.27381070612771874
323,3,0.4600758140880235,0.21871907683407676
324,1,0.33009507448982617,0.30912537393004175
325,2,0.2670663751146223,0.3966847711081329
326,3,0.40471219324168056,0.29240010278812795
327,1,0.342966573816156,0.31034122562674094
328,2,0.24977503749375105,0.30059990001666387
329,2,0.2245345744680851,0.39911347517730494
330,0,0.2576982830737362,0.24441301836433893
331,3,0.4650724721039917,0.2021310249626136
332,0,0.31507953235224834,0.15481223422060775
333,3,0.3523495970063328,0.31142055267702934
334,3,0.40890107723467944,0.2911401480525533
335,1,0.45954608902445326,0.24851367419738407
336,1,0.4040073362652099,0.25343640917427573
337,2,0.2592925427247796,0.31716273376613313
338,3,0.31143977074343687,0.2959913040613986
339,0,0.48903669971493624,0.15033078150492138
340,1,0.18123572067150095,0.4420383431012218
341,3,0.4107197827071073,0.36240832956088725
342,3,0.389089523256447,0.2738689363555523
343,1,0.3824481681340528,0.294234592445328
344,1,0.4868909206625169,0.27380823023548223
345,0,0.2604206795592881,0.4511390194416622
346,0,0.16217422349161015,0.36876115672973936
347,0,0.3289155806594304,0.18360611113001463
348,3,0.35587358504577715,0.34891418508184724
349,0,0.1403124206834491,0.476037748909758
350,0,0.1450841228097969,0.40540540540540543
351,1,0.268977742041592,0.3772705675962136
352,2,0.1765274124273634,0.4230683490124392
353,2,0.30257855839251185,0.32787625810881627
354,2,0.279004823559279,0.35563776157835564
355,3,0.38544418472773545,0.3003277962960402
356,1,0.3695662916536263,0.28093033981781945
357,1,0.363493376141136,0.2623275121207699
358,0,0.2621801473500753,0.34654994850669413
359,1,0.45201090048812625,0.2375797322792202
360,1,0.4284579439252336,0.22806853582554518
361,0,NA,0.05156367617874495
362,0,0.19485951988101602,0.3367804605981734
363,0,0.0657374297599066,0.3922206816025688
364,0,0.17158887896382313,0.3252288968289415
365,3,0.43827808971804627,0.3275252067862102
366,3,0.384955145681344,0.27762462494478884
367,0,0.35421503839971424,0.15895695659939274
368,1,0.32367104440275174,0.42357723577235773
369,0,0.2879997877477382,0.14422541190204557
370,1,0.3448546237178564,0.29635319155745443
371,1,0.4755359908698133,0.20854324610744274
372,2,0.26953929864570203,0.3301726379803557
373,4,0.20447217691461517,0.38334028752418164
374,0,0.27604744226411454,0.4625138614338749
375,1,0.31321831488282387,0.4281486961346403
376,2,0.22427575060171115,0.3849721543894169
377,0,0.36092892329345533,0.1835186488388459
378,3,0.4022732373593254,0.2989194908461317
379,3,0.3833261617900172,0.26155335628227194
380,1,0.34108868861024033,0.3404356060606061
381,0,0.4007807702430038,0.24257975845834429
382,3,0.3634172965625193,0.30391530904372543
383,3,0.469861320884251,0.4266491437986701
384,0,0.15550515074189586,0.37193081939325207
385,0,0.32505119602631694,0.26357239335976645
386,3,0.45307587149692413,0.3097744360902256
387,1,0.331128995362572,0.3272818017343565
388,3,0.39534844154076493,0.2952225398121682
389,0,0.30454765829535535,0.4346940754387666
390,0,0.3783750335182855,0.1991708091829789
391,1,0.3908007006837317,0.3265148518581304
392,0,0.46365283621510395,0.1362980252449249
393,1,0.3517573380284829,0.2733290244935256
394,3,0.3507160027725751,0.380948869585736
395,1,0.49330835518920946,0.18696140876732859
396,0,0.38170500020211,0.17492622983952463
397,0,0.07786391042204996,0.3777605512489233
398,0,0.3972825238169608,0.2259253474933625
399,3,0.36160303847834935,0.3523941581636498
400,3,0.3828519601557491,0.35121737634677636
401,1,0.3226286422814631,0.3796404215747055
402,0,0.2590418674085635,0.3620818348374839
403,0,0.333480435422183,0.23469321042136576
404,3,0.2279105295494927,0.34486308762723966
405,0,0.1441948251850766,0.36537051968042217
406,3,0.39518591463656433,0.294330694090122
407,3,0.3178927224629932,0.3517007185606274
408,1,0.4314664171046001,0.2896659707724426
409,3,0.44576393012281634,0.3207600237507422
410,1,0.47896173679421067,0.2594646906732533
411,0,0.39732298659440374,0.24294307240664326
412,0,0.13027940220922676,0.39527194893551965
413,0,0.09828009828009827,0.41436623789564964
414,0,0.31200577287350795,0.30698457560359604
415,3,0.2803368563838806,0.3160383579193278
416,0,0.3007363092498849,0.33179935572940633
417,0,0.2693111795774648,0.29759022887323944
418,3,0.3181248776668624,0.30602857702094344
419,0,0.3782280937453351,0.20404164800716526
420,3,0.42674489400564564,0.2510285788085091
421,0,0.10507697873537807,0.06536157896852514
422,3,0.2981647853797128,0.4242110112877217
423,3,0.3183901654618957,0.39907726063629945
424,1,0.40893156190688845,0.32988723903092554
425,0,0.25618133056492776,0.38010208495544595
426,1,0.4283081014111746,0.25432870999909346
427,3,0.31026589188237363,0.3390855197511299
428,1,0.45026929345900363,0.27157891007015805
429,1,0.3575486894127984,0.24968516620295797
430,0,0.3155855813294279,0.2380119998110266
431,0,0.2884557025294989,0.2736750031239401
432,4,0.19374948188676117,0.33548868440686397
433,0,0.3832801832074139,0.2558911028829484
434,0,0.3519457874296584,0.22967028612189902
435,1,0.30555951194036934,0.40727816550348955
436,3,0.3621293701135861,0.3467509957220829
437,3,0.38225578102878716,0.31283099994756436
438,2,0.24725507905589955,0.3773028499298127
439,3,0.44510631081338903,0.29332457125898287
440,2,0.17905260021847794,0.38000264821741864
441,1,0.4309566986598257,0.31290636472201333
442,0,0.10638238573021182,0.5157469342251951
443,0,0.40014632250394383,0.16772217014563662
444,1,0.35591038950018383,0.371043475801205
445,1,0.3824278129318496,0.3047009479477295
446,2,0.4103610798871995,0.2662052101204914
447,4,0.24253163786809442,0.3309959844244342
448,0,0.04687381870416572,0.03957813563166251
449,0,0.4080625097185508,0.30220805473487794
450,2,0.19559953850403808,0.49828564000065
451,4,0.25981292070985224,0.3131684005012093
452,0,0.41714032878390794,0.234556345937851
453,4,0.24882851889198648,0.40749747909128653
454,0,0.4482924869425472,0.16584973885094415
455,3,0.3617021276595745,0.3245624108007021
456,1,0.4711813393528969,0.29923919404732047
457,3,0.43836110221082986,0.3192486382569689
458,1,0.40535771847377977,0.3690175254059006
459,1,0.27587071302113525,0.3563068920676203
460,0,0.34085482731950095,0.2953223257221643
461,3,0.42277763123186496,0.3136815264222281
462,1,0.3030828293722635,0.3618633077821861
463,0,0.3540768184317925,0.23251034762221773
464,3,0.29563758389261746,0.3722525167785235
465,1,0.27252603284317045,0.3794131598563394
466,0,0.17297194844579228,0.4133055344958302
467,3,0.48830185744468496,0.2154143281183165
468,2,0.2609871202438305,0.31055615639235734
469,1,0.4792394768655896,0.2983844378503132
470,3,0.3109294888065384,0.3563505761713793
471,3,0.46535027719778244,0.28506371949024406
472,3,0.31478895929545697,0.43584648981491425
473,3,0.21805026063953942,0.35011281412899714
474,1,0.40127361762047875,0.2858283768731216
475,2,0.3037650888949961,0.3821956324123206
476,1,0.48081018091581296,0.19012088999178417
477,3,0.4462799205000432,0.26734740905032117
478,0,0.14301108909514373,0.4965237946257865
479,0,0.1466672759398038,0.39177785901419604
480,0,0.1526766042754213,0.3792501141303269
481,1,0.47619390103567316,0.2823168392788646
482,0,0.3971064592535689,0.17248575635362653
483,0,NA,0.11916294254596056
484,0,0.2386346124210202,0.4929624492731289
485,0,0.3968425889457792,0.24008796113955624
486,3,0.41093672621995353,0.3646337282389242
487,0,0.3107915607915608,0.32407407407407407
488,0,0.40434844858971997,0.27180871735084167
489,3,0.3430999362153042,0.3603218040781054
490,2,0.3164991990680064,0.2947720984418232
491,3,0.3389149451939292,0.3324198988195616
492,0,0.32076114638258185,0.1954517737365042
493,3,0.4314613941141471,0.3944345278960135
494,0,0.15300338207974087,0.3994188539036822
495,3,0.32103923616730173,0.310770452973975
496,3,0.3748136347854502,0.30216694238506625
497,1,0.3012445617288353,0.3416304115255688
498,0,0.38859364411313624,0.24931340728323287
499,3,0.2879707873971683,0.33274105993620234
500,0,0.37852868978214177,0.17497698680576865
501,1,0.3886837308820033,0.275362548537919
